|   Seq |             Name |       ra |      dec | amaj | amin |  PA | FWHM |     Sp |   Sint |    S_N |
|   260 | G309.3365-0.6442 | 206.9890 | -62.8111 |   31 |   20 |  81 |   25 |   0.69 |   1.17 |   6.34 |
|   261 | G309.3754-0.1322 | 206.8313 | -62.3028 |   29 |   19 | 110 |   23 |   1.07 |   1.57 |   8.98 |
|   262 | G309.3826-0.1332 | 206.8468 | -62.3022 |   35 |   25 |  35 |   29 |   3.16 |   7.41 |  26.96 |
|   263 | G309.3936-0.4116 | 207.0002 | -62.5717 |   32 |   23 |  13 |   27 |   0.65 |   1.30 |   6.11 |
|   265 | G309.4216-0.6216 | 207.1597 | -62.7705 |   39 |   26 |  74 |   31 |   1.54 |   4.14 |  17.94 |
|   266 | G309.5349-0.7409 | 207.4595 | -62.8616 |   34 |   26 |  31 |   30 |   3.51 |   8.43 |  32.37 |
|   267 | G309.5419-0.7466 | 207.4772 | -62.8656 |   36 |   22 | 146 |   28 |   1.13 |   2.39 |  10.47 |
|   268 | G309.8792+0.3941 | 207.6299 | -61.6782 |   24 |   19 |  34 |   21 |   0.64 |   0.79 |   5.22 |
|   269 | G309.8899+0.3971 | 207.6506 | -61.6728 |   39 |   28 | 156 |   33 |   1.59 |   4.72 |  13.99 |
|   270 | G309.9005+0.2306 | 207.7525 | -61.8325 |   28 |   28 |  33 |   28 |   1.40 |   2.98 |  10.81 |
|   271 | G309.9113+0.3239 | 207.7296 | -61.7393 |   42 |   27 |  62 |   34 |   2.64 |   8.08 |  22.66 |
|   272 | G309.9142+0.3124 | 207.7411 | -61.7498 |   26 |   22 | 108 |   24 |   0.77 |   1.17 |   6.80 |
|   273 | G309.9162+0.4925 | 207.6588 | -61.5740 |   21 |   19 |  79 |   20 |   0.69 |   0.76 |   5.44 |
|   274 | G309.9212+0.4779 | 207.6760 | -61.5871 |   30 |   26 |  90 |   28 |   6.81 |  14.09 |  47.07 |
|   275 | G309.9336+0.3968 | 207.7404 | -61.6632 |   29 |   19 |  58 |   24 |   0.66 |   1.00 |   5.58 |
|   276 | G309.9691+0.2997 | 207.8601 | -61.7495 |   35 |   35 |  98 |   35 |   0.93 |   3.14 |   7.86 |
|   277 | G309.9806+0.5462 | 207.7647 | -61.5070 |   29 |   28 | 116 |   28 |   1.43 |   3.14 |  12.12 |
|   278 | G309.9905+0.5079 | 207.8033 | -61.5420 |   43 |   24 |  81 |   32 |   0.69 |   1.95 |   6.11 |
|   279 | G310.0135+0.3877 | 207.9086 | -61.6537 |   34 |   27 |  90 |   30 |   3.65 |   8.94 |  28.81 |
|   280 | G310.0774-0.2288 | 208.3478 | -62.2380 |   26 |   23 |  97 |   25 |   1.14 |   1.89 |  10.77 |
|   281 | G310.0894-0.2837 | 208.4010 | -62.2885 |   27 |   20 |  86 |   23 |   0.55 |   0.78 |   5.03 |
|   282 | G310.1440+0.7592 | 207.9940 | -61.2620 |   25 |   23 |  87 |   24 |   4.97 |   7.84 |  39.88 |
|   283 | G310.1462+0.7770 | 207.9898 | -61.2443 |   29 |   19 |  86 |   24 |   0.65 |   0.98 |   5.29 |
|   284 | G310.1769-0.1155 | 208.4968 | -62.1043 |   44 |   25 |  55 |   33 |   0.92 |   2.78 |   8.68 |
|   285 | G310.1808-0.1232 | 208.5089 | -62.1108 |   24 |   20 |  41 |   22 |   0.71 |   0.91 |   5.96 |
|   286 | G310.3752-0.3049 | 209.0079 | -62.2397 |   35 |   29 |  36 |   32 |   1.49 |   4.14 |  13.34 |
|   287 | G310.5143-0.2169 | 209.2493 | -62.1197 |   30 |   19 |  92 |   24 |   0.72 |   1.11 |   6.04 |
|   288 | G310.5985+0.7244 | 208.9279 | -61.1871 |   29 |   19 | 139 |   23 |   0.58 |   0.87 |   5.72 |
|   289 | G310.6447-0.4290 | 209.6353 | -62.2918 |   35 |   32 |  16 |   34 |   0.61 |   1.90 |   5.80 |
|   290 | G310.6754-0.2336 | 209.5915 | -62.0950 |   30 |   24 |  92 |   27 |   0.61 |   1.20 |   5.75 |
|   291 | G310.7540-0.5896 | 209.9525 | -62.4185 |   25 |   19 |  64 |   22 |   0.82 |   1.05 |   8.41 |
|   292 | G310.8798+0.0046 | 209.8805 | -61.8120 |   27 |   24 |  90 |   25 |   2.26 |   3.94 |  19.35 |
|   293 | G310.8884+0.0051 | 209.8978 | -61.8093 |   21 |   19 |  40 |   20 |   0.75 |   0.81 |   6.53 |
|   294 | G310.9034-0.3808 | 210.1444 | -62.1778 |   30 |   26 |  94 |   28 |   1.63 |   3.52 |  14.85 |
|   295 | G311.0345+0.3792 | 209.9887 | -61.4101 |   39 |   29 | 150 |   33 |   0.63 |   1.87 |   5.57 |
|   296 | G311.0422+0.0724 | 210.1741 | -61.7040 |   36 |   28 |  -6 |   32 |   0.71 |   1.93 |   6.28 |
|   297 | G311.0440+0.6880 | 209.8403 | -61.1095 |   29 |   26 |  37 |   28 |   1.06 |   2.21 |   9.83 |
|   299 | G311.1770-0.4014 | 210.7205 | -62.1241 |   33 |   28 | 112 |   31 |   0.54 |   1.37 |   5.14 |
|   300 | G311.1772-0.0723 | 210.5308 | -61.8073 |   31 |   28 | -11 |   29 |   1.24 |   2.91 |  10.01 |
|   301 | G311.2023+0.7226 | 210.1373 | -61.0346 |   23 |   19 | 134 |   21 |   0.57 |   0.68 |   5.41 |
|   302 | G311.2293-0.0317 | 210.6135 | -61.7542 |   24 |   19 |  73 |   21 |   0.69 |   0.84 |   6.01 |
|   303 | G311.3123-0.4872 | 211.0495 | -62.1693 |   24 |   23 | 132 |   24 |   0.74 |   1.13 |   6.68 |
|   304 | G311.3860+0.6491 | 210.5435 | -61.0563 |   33 |   25 |  72 |   29 |   0.73 |   1.65 |   6.31 |
|   305 | G311.4243+0.5963 | 210.6493 | -61.0968 |   25 |   19 |  59 |   22 |   0.74 |   0.94 |   6.45 |
|   306 | G311.4254+0.3675 | 210.7810 | -61.3166 |   35 |   23 |  14 |   28 |   0.66 |   1.42 |   6.07 |
|   307 | G311.4492+0.3790 | 210.8221 | -61.2990 |   36 |   24 |   2 |   29 |   0.69 |   1.59 |   6.11 |
|   308 | G311.4659+0.3724 | 210.8594 | -61.3008 |   34 |   19 |  52 |   25 |   0.86 |   1.50 |   7.82 |
|   309 | G311.4806+0.3612 | 210.8952 | -61.3075 |   34 |   20 |  78 |   26 |   0.89 |   1.63 |   7.57 |
|   310 | G311.4903+0.4192 | 210.8814 | -61.2491 |   36 |   22 | 116 |   28 |   0.73 |   1.57 |   6.08 |
|   311 | G311.4921+0.4034 | 210.8941 | -61.2638 |   30 |   22 |  93 |   26 |   1.33 |   2.35 |  10.77 |
|   312 | G311.5119-0.4542 | 211.4395 | -62.0816 |   33 |   21 |  46 |   26 |   1.69 |   3.17 |  13.89 |
|   313 | G311.5559+0.3308 | 211.0635 | -61.3158 |   37 |   23 |  35 |   29 |   1.30 |   3.07 |  10.61 |
|   314 | G311.5638+0.2298 | 211.1381 | -61.4107 |   25 |   21 |  46 |   23 |   1.47 |   2.11 |  11.73 |
|   315 | G311.5684+0.3190 | 211.0953 | -61.3237 |   32 |   26 | 108 |   29 |   0.86 |   1.96 |   6.40 |
|   316 | G311.5926-0.4924 | 211.6279 | -62.0953 |   21 |   20 |  22 |   21 |   0.67 |   0.78 |   5.05 |
|   317 | G311.6234+0.2979 | 211.2178 | -61.3285 |   29 |   19 | 137 |   23 |   0.82 |   1.21 |   5.63 |
|   318 | G311.6261+0.2901 | 211.2276 | -61.3354 |   29 |   24 |  97 |   26 |   7.02 |  13.10 |  44.35 |
|   319 | G311.6279+0.2654 | 211.2457 | -61.3585 |   27 |   20 |  71 |   23 |   1.60 |   2.36 |  10.64 |
|   320 | G311.6378+0.2981 | 211.2465 | -61.3243 |   35 |   24 | 104 |   29 |   1.06 |   2.48 |   7.11 |
|   321 | G311.6420-0.3802 | 211.6602 | -61.9736 |   30 |   20 |  64 |   24 |   2.02 |   3.27 |  12.96 |
|   322 | G311.7549+0.0816 | 211.6094 | -61.4988 |   26 |   25 | -26 |   26 |   1.01 |   1.81 |   7.17 |
|   323 | G311.7922-0.0173 | 211.7439 | -61.5828 |   27 |   19 |  90 |   23 |   0.76 |   1.08 |   5.87 |
|   324 | G311.8919-0.2576 | 212.0923 | -61.7838 |   22 |   19 |  83 |   21 |   0.71 |   0.81 |   5.55 |
|   325 | G311.8993+0.0838 | 211.8975 | -61.4551 |   33 |   21 |  83 |   26 |   1.72 |   3.17 |  13.12 |
|   326 | G311.9244+0.2237 | 211.8630 | -61.3139 |   31 |   24 |  78 |   28 |   1.01 |   2.09 |   8.65 |
|   327 | G311.9303+0.2070 | 211.8848 | -61.3282 |   42 |   28 |  94 |   34 |   0.96 |   3.04 |   8.13 |
|   328 | G311.9343+0.2279 | 211.8801 | -61.3070 |   27 |   27 |  32 |   27 |   0.67 |   1.32 |   5.39 |
|   329 | G311.9471+0.1417 | 211.9579 | -61.3858 |   35 |   26 | 104 |   30 |   1.51 |   3.72 |  11.67 |
|   330 | G311.9792-0.9536 | 212.7133 | -62.4222 |   30 |   23 |  92 |   26 |   1.42 |   2.70 |  10.57 |
|   331 | G312.0402+0.0825 | 212.1801 | -61.4152 |   26 |   22 |   8 |   24 |   0.80 |   1.22 |   6.58 |
|   332 | G312.0703+0.0806 | 212.2413 | -61.4081 |   24 |   22 |  70 |   23 |   1.75 |   2.48 |  14.77 |
|   333 | G312.0767+0.0650 | 212.2639 | -61.4211 |   38 |   29 |  81 |   33 |   0.96 |   2.81 |   7.89 |
|   334 | G312.0913+0.0746 | 212.2870 | -61.4076 |   29 |   25 |  -8 |   27 |   1.76 |   3.42 |  15.44 |
|   335 | G312.0954+0.2777 | 212.1703 | -61.2124 |   28 |   20 |  81 |   24 |   0.68 |   1.04 |   5.67 |
|   336 | G312.0989-0.2376 | 212.4973 | -61.7034 |   33 |   25 |  25 |   29 |   0.69 |   1.54 |   5.66 |
|   337 | G312.1068+0.3085 | 212.1741 | -61.1796 |   38 |   31 | -14 |   34 |   2.91 |   9.18 |  23.95 |
|   338 | G312.1091+0.2622 | 212.2069 | -61.2231 |   30 |   22 |  93 |   26 |   1.06 |   1.93 |   9.20 |
|   339 | G312.1127+0.2758 | 212.2058 | -61.2091 |   38 |   22 |  45 |   29 |   0.75 |   1.72 |   6.43 |
|   340 | G312.3060+0.6608 | 212.3516 | -60.7841 |   29 |   23 |  93 |   26 |   1.03 |   1.88 |   8.30 |
|   341 | G312.3296-0.0875 | 212.8645 | -61.4907 |   26 |   21 |  -8 |   23 |   0.92 |   1.37 |   7.51 |
|   342 | G312.3824-0.4161 | 213.1824 | -61.7872 |   31 |   23 |   9 |   27 |   0.96 |   1.83 |   7.76 |
|   344 | G312.4745-0.0562 | 213.1329 | -61.4164 |   33 |   19 | 106 |   25 |   0.60 |   1.02 |   5.29 |
|   345 | G312.5377+0.0411 | 213.1958 | -61.3044 |   26 |   23 |  79 |   25 |   0.72 |   1.17 |   6.07 |
|   346 | G312.5455-0.2809 | 213.4207 | -61.6080 |   40 |   23 |  50 |   30 |   1.05 |   2.63 |   9.31 |
|   347 | G312.5882-0.5026 | 213.6533 | -61.8051 |   26 |   22 | 103 |   24 |   0.79 |   1.21 |   6.76 |
|   348 | G312.5974+0.0444 | 213.3117 | -61.2827 |   29 |   23 |  26 |   26 |   4.45 |   7.95 |  33.07 |
|   349 | G312.6830+0.0211 | 213.4961 | -61.2781 |   32 |   22 | 123 |   27 |   0.64 |   1.24 |   5.50 |
|   350 | G313.0510-0.6873 | 214.7071 | -61.8300 |   25 |   22 |  92 |   23 |   0.60 |   0.88 |   5.57 |
|   351 | G313.1308-0.6545 | 214.8433 | -61.7726 |   25 |   19 | 137 |   22 |   0.53 |   0.68 |   5.14 |
|   352 | G313.2764-0.7113 | 215.1735 | -61.7773 |   32 |   19 | -32 |   25 |   0.52 |   0.85 |   5.08 |
|   353 | G313.2888-0.3338 | 214.9314 | -61.4176 |   28 |   19 |  70 |   23 |   0.64 |   0.92 |   6.11 |
|   354 | G313.3146-0.4626 | 215.0727 | -61.5302 |   27 |   23 | 108 |   25 |   0.62 |   1.04 |   5.83 |
|   355 | G313.4577+0.1916 | 214.8974 | -60.8659 |   30 |   28 | 111 |   29 |   2.91 |   6.56 |  26.97 |
|   356 | G313.4684+0.1902 | 214.9189 | -60.8637 |   27 |   22 |  55 |   24 |   1.17 |   1.89 |  11.15 |
|   358 | G313.5763+0.3243 | 215.0351 | -60.7012 |   24 |   22 |  69 |   23 |   2.59 |   3.61 |  23.24 |
|   360 | G313.6945+0.1019 | 215.4173 | -60.8705 |   27 |   19 | 135 |   23 |   0.57 |   0.79 |   5.47 |
|   361 | G313.7057-0.1919 | 215.6470 | -61.1426 |   33 |   31 |  47 |   32 |   1.39 |   3.80 |  12.56 |
|   362 | G313.7108-0.1754 | 215.6452 | -61.1253 |   41 |   21 |  65 |   29 |   0.56 |   1.29 |   5.28 |
|   363 | G313.7427+0.1109 | 215.5041 | -60.8455 |   36 |   22 | 117 |   28 |   0.60 |   1.31 |   5.49 |
|   364 | G313.7676-0.8633 | 216.2587 | -61.7500 |   43 |   26 |   5 |   34 |   4.13 |  12.65 |  36.37 |
|   365 | G313.7744-0.8612 | 216.2706 | -61.7457 |   22 |   19 | 116 |   20 |   0.63 |   0.70 |   6.03 |
|   366 | G313.9724+0.1997 | 215.8826 | -60.6828 |   24 |   21 | 108 |   23 |   0.71 |   0.99 |   6.07 |
|   367 | G313.9924-0.0858 | 216.1260 | -60.9433 |   31 |   21 | 100 |   26 |   0.95 |   1.71 |   7.64 |
|   368 | G314.0644+0.8294 | 215.6163 | -60.0602 |   25 |   19 |  94 |   22 |   0.67 |   0.86 |   5.97 |
|   369 | G314.2018+0.2144 | 216.3102 | -60.5885 |   31 |   24 |  51 |   27 |   0.63 |   1.24 |   5.44 |
|   370 | G314.2058+0.2048 | 216.3247 | -60.5961 |   34 |   28 | -12 |   30 |   0.70 |   1.77 |   6.45 |
|   371 | G314.2156+0.2997 | 216.2750 | -60.5038 |   32 |   19 |  77 |   25 |   0.58 |   0.99 |   5.18 |
|   372 | G314.2181+0.2522 | 216.3139 | -60.5474 |   26 |   21 |  76 |   24 |   0.92 |   1.38 |   7.55 |
|   373 | G314.2189+0.2607 | 216.3093 | -60.5391 |   31 |   21 |  93 |   26 |   1.53 |   2.74 |  11.85 |
|   374 | G314.2198+0.2707 | 216.3037 | -60.5295 |   36 |   25 | 106 |   30 |   6.65 |  15.94 |  50.25 |
|   375 | G314.2339+0.3297 | 216.2882 | -60.4693 |   23 |   23 | -78 |   23 |   0.75 |   1.06 |   6.14 |
|   376 | G314.2378+0.4171 | 216.2330 | -60.3861 |   51 |   26 | -10 |   36 |   0.61 |   2.16 |   5.94 |
|   377 | G314.2409+0.3647 | 216.2763 | -60.4341 |   38 |   19 |  12 |   27 |   0.67 |   1.33 |   6.09 |
|   378 | G314.2565+0.0989 | 216.4982 | -60.6770 |   31 |   22 |  76 |   26 |   0.58 |   1.10 |   5.25 |
|   379 | G314.2589+0.4137 | 216.2754 | -60.3819 |   29 |   27 | 158 |   28 |   0.63 |   1.31 |   5.28 |
|   380 | G314.2614+0.4043 | 216.2868 | -60.3898 |   25 |   19 |  54 |   22 |   0.56 |   0.73 |   5.17 |
|   381 | G314.2621+0.0715 | 216.5288 | -60.7006 |   32 |   19 | 124 |   25 |   0.76 |   1.28 |   6.19 |
|   382 | G314.2647+0.0906 | 216.5198 | -60.6818 |   32 |   27 | 102 |   30 |   2.44 |   5.84 |  21.68 |
|   383 | G314.2753+0.0976 | 216.5349 | -60.6715 |   34 |   24 | 115 |   29 |   1.25 |   2.79 |  11.36 |
|   384 | G314.3107+0.1164 | 216.5887 | -60.6413 |   32 |   22 |  95 |   27 |   0.79 |   1.55 |   7.03 |
|   385 | G314.3196+0.1115 | 216.6093 | -60.6427 |   33 |   28 |  70 |   30 |   2.14 |   5.40 |  19.04 |
|   386 | G314.3883+0.3474 | 216.5679 | -60.3978 |   28 |   21 |  86 |   24 |   0.57 |   0.91 |   5.11 |
|   387 | G314.6634-0.1146 | 217.4314 | -60.7280 |   27 |   19 |  86 |   23 |   0.60 |   0.84 |   5.18 |
|   388 | G314.9929+0.0944 | 217.8945 | -60.4111 |   27 |   21 |   8 |   24 |   0.79 |   1.22 |   5.84 |
|   390 | G315.3280-0.2312 | 218.7764 | -60.5836 |   26 |   19 |  85 |   22 |   0.76 |   1.00 |   5.70 |
|   391 | G315.4174-0.4574 | 219.1251 | -60.7568 |   26 |   21 |  85 |   23 |   0.78 |   1.17 |   7.83 |
|   392 | G315.7998-0.3789 | 219.7767 | -60.5324 |   29 |   22 |  96 |   25 |   0.96 |   1.63 |  11.21 |
|   395 | G316.0841-0.6739 | 220.5510 | -60.6856 |   27 |   20 | 106 |   23 |   0.96 |   1.40 |   9.50 |
|   396 | G316.1403-0.5048 | 220.5129 | -60.5084 |   51 |   28 | 134 |   38 |   2.89 |  11.12 |  30.83 |
|   397 | G316.3603-0.3630 | 220.7988 | -60.2881 |   25 |   20 |  81 |   23 |   2.81 |   3.87 |  31.08 |
|   398 | G316.3693-0.3706 | 220.8217 | -60.2913 |   38 |   24 |  29 |   30 |   0.52 |   1.31 |   5.27 |
|   399 | G316.3802-0.3764 | 220.8467 | -60.2919 |   42 |   21 |  64 |   30 |   0.53 |   1.25 |   5.68 |
|   400 | G316.4045-0.4674 | 220.9682 | -60.3645 |   30 |   24 |  97 |   27 |   0.61 |   1.21 |   6.51 |
|   401 | G316.4121-0.3094 | 220.8487 | -60.2178 |   24 |   19 |  89 |   21 |   1.72 |   2.16 |  18.00 |
|   402 | G316.4504-0.6544 | 221.2121 | -60.5148 |   40 |   28 | -33 |   34 |   0.59 |   1.82 |   5.46 |
|   403 | G316.5056+0.2144 | 220.5834 | -59.7025 |   23 |   19 |  84 |   21 |   0.51 |   0.61 |   6.02 |
|   404 | G316.5318+0.1016 | 220.7237 | -59.7943 |   23 |   22 | 101 |   23 |   0.54 |   0.76 |   6.07 |
|   405 | G316.5401-0.0211 | 220.8405 | -59.9024 |   29 |   24 |  64 |   27 |   0.70 |   1.34 |   7.41 |
|   406 | G316.5869-0.8108 | 221.5986 | -60.5982 |   32 |   23 |  99 |   27 |   1.59 |   3.17 |  15.52 |
|   407 | G316.6022+0.0450 | 220.8978 | -59.8164 |   20 |   19 | 155 |   20 |   0.56 |   0.58 |   5.77 |
|   408 | G316.6403-0.0877 | 221.0775 | -59.9208 |   28 |   21 |  46 |   24 |   2.30 |   3.71 |  23.15 |
|   409 | G316.6485-0.0930 | 221.0970 | -59.9222 |   47 |   19 |  99 |   30 |   0.71 |   1.72 |   7.21 |
|   411 | G316.6768-0.1910 | 221.2307 | -59.9991 |   31 |   19 |  73 |   24 |   0.51 |   0.81 |   5.26 |
|   412 | G316.7055-0.0069 | 221.1277 | -59.8201 |   26 |   23 |   1 |   25 |   0.73 |   1.19 |   7.15 |
|   413 | G316.7186+0.0761 | 221.0818 | -59.7393 |   74 |   30 |  91 |   47 |   1.24 |   7.35 |  13.34 |
|   414 | G316.7202+0.0945 | 221.0692 | -59.7220 |   57 |   25 |  98 |   38 |   0.79 |   3.09 |   9.12 |
|   415 | G316.7239+0.0524 | 221.1111 | -59.7586 |   67 |   21 |  75 |   38 |   0.67 |   2.62 |   6.74 |
|   416 | G316.7421+0.0302 | 221.1625 | -59.7711 |   55 |   22 |  49 |   35 |   0.59 |   1.99 |   6.62 |
|   417 | G316.7544-0.0128 | 221.2207 | -59.8049 |   28 |   19 |  61 |   23 |   0.66 |   0.93 |   6.88 |
|   418 | G316.7559-0.0585 | 221.2618 | -59.8456 |   30 |   19 | 101 |   24 |   0.55 |   0.86 |   5.90 |
|   419 | G316.7591-0.0042 | 221.2219 | -59.7950 |   23 |   19 |  31 |   21 |   0.77 |   0.92 |   8.14 |
|   420 | G316.7631-0.0119 | 221.2357 | -59.8003 |   34 |   29 | -23 |   31 |   2.83 |   7.49 |  26.78 |
|   421 | G316.7675-0.0244 | 221.2540 | -59.8098 |   47 |   36 |  63 |   41 |   3.92 |  17.88 |  38.58 |
|   422 | G316.7777-0.0962 | 221.3330 | -59.8705 |   46 |   31 |  94 |   38 |   1.13 |   4.44 |  12.25 |
|   423 | G316.7784-0.0308 | 221.2791 | -59.8110 |   29 |   19 |  51 |   23 |   1.02 |   1.52 |  10.82 |
|   424 | G316.7860-0.0378 | 221.2988 | -59.8141 |   64 |   25 |  68 |   40 |   2.16 |   9.34 |  21.17 |
|   425 | G316.7884-0.0293 | 221.2959 | -59.8054 |   22 |   19 |  91 |   20 |   0.57 |   0.65 |   5.68 |
|   426 | G316.7947-0.0481 | 221.3231 | -59.8197 |   20 |   19 | 160 |   20 |   1.01 |   1.05 |   9.20 |
|   427 | G316.7985-0.0554 | 221.3360 | -59.8247 |   48 |   24 |  50 |   34 |   6.75 |  21.00 |  57.20 |
|   428 | G316.8131-0.0589 | 221.3654 | -59.8217 |   40 |   28 |  13 |   33 |   5.65 |  17.13 |  50.63 |
|   429 | G316.8133-0.0672 | 221.3726 | -59.8291 |   30 |   20 |   3 |   25 |   1.18 |   1.94 |  10.81 |
|   430 | G316.8215-0.0587 | 221.3803 | -59.8179 |   31 |   21 |  65 |   25 |   2.15 |   3.78 |  21.99 |
|   431 | G316.8285+0.1005 | 221.2589 | -59.6708 |   25 |   19 |  14 |   22 |   0.51 |   0.67 |   5.61 |
|   432 | G316.9398+0.3031 | 221.2885 | -59.4402 |   42 |   31 | 130 |   36 |   0.94 |   3.29 |   8.87 |
|   433 | G316.9588+0.3028 | 221.3226 | -59.4323 |   26 |   24 | 106 |   25 |   2.11 |   3.50 |  21.47 |
|   434 | G317.0076+0.0471 | 221.6246 | -59.6429 |   24 |   19 |  93 |   21 |   0.61 |   0.74 |   5.75 |
|   435 | G317.0277+0.0177 | 221.6855 | -59.6608 |   23 |   19 | 113 |   21 |   0.55 |   0.65 |   5.39 |
|   436 | G317.0281+0.3621 | 221.3964 | -59.3492 |   28 |   19 |  65 |   23 |   1.11 |   1.61 |   9.68 |
|   438 | G317.0614+0.2617 | 221.5396 | -59.4259 |   43 |   26 |  60 |   33 |   0.93 |   2.79 |   8.10 |
|   439 | G317.2870+0.1934 | 221.9974 | -59.3904 |   36 |   26 |  25 |   31 |   0.69 |   1.76 |   6.22 |
|   440 | G317.3398+0.1054 | 222.1660 | -59.4468 |   41 |   31 | 107 |   35 |   0.70 |   2.38 |   6.59 |
|   441 | G317.3645+0.1283 | 222.1902 | -59.4154 |   32 |   32 | 147 |   32 |   0.74 |   1.99 |   6.22 |
|   442 | G317.3887+0.1195 | 222.2405 | -59.4127 |   28 |   19 |  42 |   23 |   0.70 |   1.02 |   5.60 |
|   443 | G317.4078+0.1101 | 222.2823 | -59.4129 |   34 |   29 | 119 |   31 |   3.65 |   9.62 |  30.84 |
|   444 | G317.4285-0.5613 | 222.9067 | -60.0062 |   28 |   26 | 114 |   27 |   2.25 |   4.39 |  22.48 |
|   445 | G317.4318-0.3739 | 222.7464 | -59.8369 |   33 |   21 |  86 |   26 |   0.79 |   1.49 |   7.99 |
|   446 | G317.4400-0.3741 | 222.7612 | -59.8334 |   26 |   22 |  -6 |   24 |   0.86 |   1.36 |   8.72 |
|   447 | G317.4641-0.4039 | 222.8307 | -59.8494 |   32 |   26 | 106 |   29 |   1.08 |   2.41 |  10.84 |
|   448 | G317.4661-0.5268 | 222.9433 | -59.9585 |   36 |   23 | -12 |   29 |   0.59 |   1.34 |   6.74 |
|   449 | G317.4662-0.0670 | 222.5388 | -59.5463 |   28 |   23 | 127 |   25 |   1.11 |   1.91 |   9.18 |
|   450 | G317.4741-0.5849 | 223.0094 | -60.0070 |   26 |   23 |  42 |   25 |   0.76 |   1.24 |   9.58 |
|   452 | G317.5358-0.3895 | 222.9456 | -59.8046 |   25 |   19 |  24 |   22 |   0.62 |   0.80 |   7.61 |
|   455 | G317.6985+0.1271 | 222.7794 | -59.2696 |   54 |   27 |  98 |   38 |   0.51 |   1.99 |   6.64 |
|   456 | G317.7015+0.1093 | 222.8002 | -59.2841 |   33 |   26 |   0 |   29 |   3.03 |   7.02 |  36.32 |
|   460 | G317.7479+0.0120 | 222.9664 | -59.3506 |   32 |   21 | 105 |   26 |   0.65 |   1.16 |   7.89 |
|   464 | G317.8544+0.1619 | 223.0219 | -59.1689 |   34 |   34 |  96 |   34 |   0.65 |   2.03 |   8.05 |
|   465 | G317.8601-0.2895 | 223.4304 | -59.5695 |   32 |   23 | -14 |   27 |   0.58 |   1.16 |   7.11 |
|   466 | G317.8674-0.3089 | 223.4607 | -59.5835 |   23 |   19 |  92 |   21 |   0.82 |   0.96 |   9.89 |
|   467 | G317.8680-0.1514 | 223.3214 | -59.4427 |   25 |   24 |  72 |   24 |   4.00 |   6.49 |  44.48 |
|   468 | G317.8681+0.1521 | 223.0544 | -59.1715 |   29 |   19 |  91 |   24 |   0.64 |   0.97 |   8.26 |
|   469 | G317.8744-0.2702 | 223.4384 | -59.5459 |   32 |   28 |  94 |   30 |   0.88 |   2.13 |  10.28 |
|   470 | G317.8774-0.2538 | 223.4291 | -59.5299 |   52 |   22 |  85 |   34 |   1.16 |   3.66 |  13.46 |
|   471 | G317.8777+0.1256 | 223.0942 | -59.1910 |   39 |   22 |  -2 |   30 |   0.82 |   1.94 |   9.12 |
|   472 | G317.8867-0.2536 | 223.4453 | -59.5254 |   50 |   30 |  -2 |   39 |   1.88 |   7.67 |  21.31 |
|   473 | G317.8884-0.0599 | 223.2760 | -59.3519 |   35 |   25 | 132 |   30 |   1.27 |   3.08 |  16.42 |
|   474 | G317.9318-0.2011 | 223.4776 | -59.4582 |   33 |   21 | 135 |   26 |   0.57 |   1.06 |   6.44 |
|   475 | G318.0385+0.0854 | 223.4097 | -59.1544 |   31 |   24 |  53 |   27 |   1.34 |   2.71 |  13.80 |
|   477 | G318.0494+0.0861 | 223.4281 | -59.1489 |   27 |   26 |  -6 |   26 |   6.98 |  12.89 |  55.89 |
|   478 | G318.4486-0.2447 | 224.4175 | -59.2594 |   25 |   21 |  83 |   23 |   0.67 |   0.94 |   5.86 |
|   479 | G318.4708-0.2141 | 224.4279 | -59.2220 |   29 |   22 | 120 |   25 |   0.73 |   1.25 |   5.76 |
|   480 | G318.7208-0.7566 | 225.3640 | -59.5822 |   37 |   19 | 113 |   27 |   0.75 |   1.43 |   5.99 |
|   481 | G318.7248-0.2237 | 224.8744 | -59.1114 |   24 |   22 |  49 |   23 |   1.30 |   1.87 |   9.17 |
|   482 | G318.7762-0.1537 | 224.8984 | -59.0254 |   32 |   26 | 104 |   29 |   1.44 |   3.31 |  10.80 |
|   483 | G318.7790-0.1376 | 224.8883 | -59.0099 |   46 |   25 |  94 |   34 |   2.20 |   6.87 |  16.81 |
|   484 | G318.7834-0.1746 | 224.9299 | -59.0404 |   24 |   22 | 136 |   23 |   0.86 |   1.21 |   5.65 |
|   485 | G318.9142-0.1645 | 225.1443 | -58.9695 |   28 |   26 |  43 |   27 |   3.94 |   7.66 |  27.81 |
|   486 | G318.9471-0.1969 | 225.2303 | -58.9824 |   27 |   25 |  55 |   26 |   6.96 |  12.63 |  45.21 |
|   487 | G319.0879+0.4592 | 224.8705 | -58.3379 |   28 |   19 | 105 |   23 |   0.74 |   1.06 |   5.56 |
|   488 | G319.1507-0.4286 | 225.7937 | -59.0879 |   34 |   29 | 103 |   31 |   1.63 |   4.36 |  12.41 |
|   489 | G319.1553-0.4143 | 225.7881 | -59.0732 |   34 |   22 | 142 |   27 |   1.08 |   2.16 |   8.25 |
|   490 | G319.1606-0.4219 | 225.8041 | -59.0772 |   40 |   29 | 145 |   34 |   3.25 |  10.26 |  24.32 |
